Year,SERIES,Reference area,Sex,Degree of urbanisation,UNIT_MEASURE,GeoCode,Value
2010,4.1.1.2 Completion rate Grade 9,Kampong Thom,Male,,Percent,KH06,45.3
2011,4.1.1.2 Completion rate Grade 9,Kampong Thom,Male,,Percent,KH06,35.8
2012,4.1.1.2 Completion rate Grade 9,Kampong Thom,Male,,Percent,KH06,33.6
2013,4.1.1.2 Completion rate Grade 9,Kampong Thom,Male,,Percent,KH06,31.8
2014,4.1.1.2 Completion rate Grade 9,Kampong Thom,Male,,Percent,KH06,31.7
2015,4.1.1.2 Completion rate Grade 9,Kampong Thom,Male,,Percent,KH06,30.5
2016,4.1.1.2 Completion rate Grade 9,Kampong Thom,Male,,Percent,KH06,34.7
2017,4.1.1.2 Completion rate Grade 9,Kampong Thom,Male,,Percent,KH06,36.6
2018,4.1.1.2 Completion rate Grade 9,Kampong Thom,Male,,Percent,KH06,38.8
2019,4.1.1.2 Completion rate Grade 9,Kampong Thom,Male,,Percent,KH06,38.4
2009,4.1.1.2 Completion rate Grade 9,Kampong Thom,,,Percent,KH06,41.8
2010,4.1.1.2 Completion rate Grade 9,Kampong Thom,,,Percent,KH06,42.1
2011,4.1.1.2 Completion rate Grade 9,Kampong Thom,,,Percent,KH06,37.4
2012,4.1.1.2 Completion rate Grade 9,Kampong Thom,,,Percent,KH06,34.9
2013,4.1.1.2 Completion rate Grade 9,Kampong Thom,,,Percent,KH06,35.2
2014,4.1.1.2 Completion rate Grade 9,Kampong Thom,,,Percent,KH06,35.2
2015,4.1.1.2 Completion rate Grade 9,Kampong Thom,,,Percent,KH06,34.2
2016,4.1.1.2 Completion rate Grade 9,Kampong Thom,,,Percent,KH06,39.8
2017,4.1.1.2 Completion rate Grade 9,Kampong Thom,,,Percent,KH06,42.3
2018,4.1.1.2 Completion rate Grade 9,Kampong Thom,,,Percent,KH06,45.4
2019,4.1.1.2 Completion rate Grade 9,Kampong Thom,,,Percent,KH06,44.3
2009,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,KH07,54.5
2010,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,KH07,51.8
2011,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,KH07,48.6
2012,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,KH07,43.8
2013,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,KH07,44.4
2014,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,KH07,47.7
2015,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,KH07,46.9
2016,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,KH07,52.5
2017,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,KH07,55.3
2018,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,KH07,53.5
2019,4.1.1.2 Completion rate Grade 9,Kampot,Female,,Percent,KH07,51.2
2009,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,KH07,56.3
2010,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,KH07,16.9
2011,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,KH07,48.0
2012,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,KH07,45.8
2013,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,KH07,42.9
2014,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,KH07,45.7
2015,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,KH07,44.9
2016,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,KH07,48.4
2017,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,KH07,48.1
2018,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,KH07,44.7
2019,4.1.1.2 Completion rate Grade 9,Kampot,Male,,Percent,KH07,40.8
2009,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,KH07,55.4
2010,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,KH07,24.6
2011,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,KH07,48.3
2012,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,KH07,44.8
2013,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,KH07,43.6
2014,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,KH07,46.7
2015,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,KH07,45.8
2016,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,KH07,50.4
2017,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,KH07,51.6
2018,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,KH07,48.9
2019,4.1.1.2 Completion rate Grade 9,Kampot,,,Percent,KH07,45.8
2009,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,KH08,55.6
2010,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,KH08,58.1
2011,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,KH08,50.0
2012,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,KH08,46.8
2013,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,KH08,45.6
2014,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,KH08,46.1
2015,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,KH08,45.9
2016,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,KH08,51.0
2017,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,KH08,53.1
2018,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,KH08,53.6
2019,4.1.1.2 Completion rate Grade 9,Kandal,Female,,Percent,KH08,52.8
2009,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,KH08,59.1
2010,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,KH08,61.2
2011,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,KH08,51.4
2012,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,KH08,56.2
2013,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,KH08,45.2
2014,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,KH08,43.5
2015,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,KH08,40.1
2016,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,KH08,43.0
2017,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,KH08,41.9
2018,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,KH08,41.1
2019,4.1.1.2 Completion rate Grade 9,Kandal,Male,,Percent,KH08,41.6
2009,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,KH08,57.4
2010,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,KH08,59.7
2011,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,KH08,50.7
2012,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,KH08,51.3
2013,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,KH08,45.4
2014,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,KH08,44.8
2015,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,KH08,42.9
2016,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,KH08,46.8
2017,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,KH08,47.3
2018,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,KH08,47.1
2019,4.1.1.2 Completion rate Grade 9,Kandal,,,Percent,KH08,47.0
2009,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,KH23,54.9
2010,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,KH23,55.8
2011,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,KH23,48.4
2012,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,KH23,46.1
2013,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,KH23,40.2
2014,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,KH23,36.6
2015,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,KH23,41.0
2016,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,KH23,42.0
2017,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,KH23,39.1
2018,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,KH23,34.5
2019,4.1.1.2 Completion rate Grade 9,Kep,Female,,Percent,KH23,31.2
2009,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,KH23,50.8
2010,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,KH23,47.6
2011,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,KH23,41.4
2012,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,KH23,36.7
2013,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,KH23,37.2
2014,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,KH23,35.6
2015,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,KH23,34.7
2016,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,KH23,34.2
2017,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,KH23,33.5
2018,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,KH23,32.9
2019,4.1.1.2 Completion rate Grade 9,Kep,Male,,Percent,KH23,25.1
2009,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,KH23,52.8
2010,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,KH23,51.4
2011,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,KH23,44.8
2012,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,KH23,41.2
2013,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,KH23,38.6
2014,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,KH23,36.1
2015,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,KH23,37.7
2016,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,KH23,37.9
2017,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,KH23,36.2
2018,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,KH23,33.6
2019,4.1.1.2 Completion rate Grade 9,Kep,,,Percent,KH23,28.0
2009,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,KH09,40.4
2010,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,KH09,44.2
2011,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,KH09,36.7
2012,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,KH09,35.7
2013,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,KH09,34.9
2014,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,KH09,32.7
2015,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,KH09,30.6
2016,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,KH09,30.9
2017,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,KH09,35.0
2018,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,KH09,37.3
2019,4.1.1.2 Completion rate Grade 9,Koh Kong,Female,,Percent,KH09,36.5
2009,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,KH09,44.0
2010,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,KH09,52.8
2011,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,KH09,41.3
2012,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,KH09,38.9
2013,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,KH09,35.4
2014,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,KH09,36.5
2015,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,KH09,34.6
2016,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,KH09,35.7
2017,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,KH09,34.0
2018,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,KH09,35.1
2019,4.1.1.2 Completion rate Grade 9,Koh Kong,Male,,Percent,KH09,31.9
2009,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,KH09,42.2
2010,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,KH09,48.4
2011,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,KH09,39.1
2012,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,KH09,37.3
2013,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,KH09,35.2
2014,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,KH09,34.6
2015,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,KH09,32.6
2016,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,KH09,33.4
2017,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,KH09,34.5
2018,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,KH09,36.2
2019,4.1.1.2 Completion rate Grade 9,Koh Kong,,,Percent,KH09,34.2
2009,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,KH10,39.6
2010,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,KH10,46.5
2011,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,KH10,33.8
2012,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,KH10,34.2
2013,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,KH10,33.1
2014,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,KH10,32.0
2015,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,KH10,31.8
2016,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,KH10,37.4
2017,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,KH10,39.5
2018,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,KH10,37.3
2019,4.1.1.2 Completion rate Grade 9,Kratie,Female,,Percent,KH10,37.4
2009,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,KH10,37.7
2010,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,KH10,42.9
2011,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,KH10,32.7
2012,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,KH10,30.9
2013,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,KH10,29.5
2014,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,KH10,27.9
2015,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,KH10,28.0
2016,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,KH10,30.4
2017,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,KH10,30.4
2018,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,KH10,31.5
2019,4.1.1.2 Completion rate Grade 9,Kratie,Male,,Percent,KH10,28.5
2009,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,KH10,38.6
2010,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,KH10,44.6
2011,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,KH10,33.3
2012,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,KH10,32.5
2013,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,KH10,31.3
2014,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,KH10,29.9
2015,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,KH10,29.9
2016,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,KH10,33.8
2017,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,KH10,34.8
2018,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,KH10,34.3
2019,4.1.1.2 Completion rate Grade 9,Kratie,,,Percent,KH10,32.8
2009,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,KH11,22.0
2010,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,KH11,31.8
2011,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,KH11,26.2
2012,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,KH11,23.7
2013,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,KH11,28.4
2014,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,KH11,31.4
2015,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,KH11,26.9
2016,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,KH11,38.4
2017,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,KH11,35.3
2018,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,KH11,41.0
2019,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Female,,Percent,KH11,42.7
2009,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,KH11,26.9
2010,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,KH11,47.9
2011,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,KH11,29.7
2012,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,KH11,28.0
2013,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,KH11,31.1
2014,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,KH11,27.8
2015,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,KH11,26.5
2016,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,KH11,31.3
2017,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,KH11,27.9
2018,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,KH11,33.8
2019,4.1.1.2 Completion rate Grade 9,Mondul Kiri,Male,,Percent,KH11,32.7
2009,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,KH11,24.5
2010,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,KH11,39.5
2011,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,KH11,28.0
2012,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,KH11,25.9
2013,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,KH11,29.8
2014,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,KH11,29.6
2015,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,KH11,26.7
2016,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,KH11,34.8
2017,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,KH11,31.5
2018,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,KH11,37.3
2019,4.1.1.2 Completion rate Grade 9,Mondul Kiri,,,Percent,KH11,37.6
2009,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,KH22,35.8
2010,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,KH22,35.4
2011,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,KH22,30.7
2012,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,KH22,24.7
2013,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,KH22,27.7
2014,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,KH22,31.7
2015,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,KH22,30.8
2016,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,KH22,34.5
2017,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,KH22,36.1
2018,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,KH22,37.0
2019,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Female,,Percent,KH22,37.0
2009,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,KH22,34.4
2010,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,KH22,38.5
2011,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,KH22,29.2
2012,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,KH22,26.4
2013,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,KH22,24.6
2014,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,KH22,27.2
2015,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,KH22,28.5
2016,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,KH22,28.7
2017,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,KH22,29.3
2018,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,KH22,32.8
2019,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,Male,,Percent,KH22,30.9
2009,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,KH22,35.1
2010,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,KH22,37.0
2011,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,KH22,29.9
2012,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,KH22,25.6
2013,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,KH22,26.1
2014,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,KH22,29.3
2015,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,KH22,29.6
2016,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,KH22,31.5
2017,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,KH22,32.6
2018,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,KH22,34.8
2019,4.1.1.2 Completion rate Grade 9,Oddar Meanchey,,,Percent,KH22,33.8
2009,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,KH24,42.8
2010,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,KH24,31.9
2011,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,KH24,32.6
2012,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,KH24,30.2
2013,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,KH24,26.9
2014,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,KH24,27.4
2015,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,KH24,26.8
2016,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,KH24,27.5
2017,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,KH24,32.9
2018,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,KH24,31.4
2019,4.1.1.2 Completion rate Grade 9,Pailin,Female,,Percent,KH24,32.1
2009,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,KH24,45.5
2010,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,KH24,43.1
2011,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,KH24,32.4
2012,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,KH24,32.3
2013,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,KH24,26.4
2014,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,KH24,26.1
2015,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,KH24,23.2
2016,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,KH24,25.7
2017,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,KH24,27.4
2018,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,KH24,26.6
2019,4.1.1.2 Completion rate Grade 9,Pailin,Male,,Percent,KH24,28.6
2009,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,KH24,44.2
2010,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,KH24,37.6
2011,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,KH24,32.5
2012,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,KH24,31.3
2013,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,KH24,26.6
2014,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,KH24,26.7
2015,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,KH24,24.9
2016,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,KH24,26.6
2017,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,KH24,30.0
2018,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,KH24,28.9
2019,4.1.1.2 Completion rate Grade 9,Pailin,,,Percent,KH24,30.3
2009,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,KH12,65.1
2010,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,KH12,46.5
2011,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,KH12,54.6
2012,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,KH12,52.4
2013,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,KH12,50.0
2014,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,KH12,51.9
2015,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,KH12,43.2
2016,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,KH12,44.4
2017,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,KH12,44.9
2018,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,KH12,45.8
2019,4.1.1.2 Completion rate Grade 9,Phnom Penh,Female,,Percent,KH12,47.0
2009,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,KH12,76.2
2010,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,KH12,54.8
2011,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,KH12,66.8
2012,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,KH12,57.4
2013,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,KH12,53.4
2014,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,KH12,57.4
2015,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,KH12,47.8
2016,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,KH12,47.1
2017,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,KH12,45.9
2018,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,KH12,45.6
2019,4.1.1.2 Completion rate Grade 9,Phnom Penh,Male,,Percent,KH12,47.4
2009,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,KH12,70.6
2010,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,KH12,50.5
2011,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,KH12,60.6
2012,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,KH12,54.9
2013,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,KH12,51.7
2014,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,KH12,54.6
2015,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,KH12,45.5
2016,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,KH12,45.7
2017,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,KH12,45.4
2018,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,KH12,45.7
2019,4.1.1.2 Completion rate Grade 9,Phnom Penh,,,Percent,KH12,47.2
